,0,1,2
1931,0.79,0.08,0.7
1932,0.82,0.1,0.66
1933,0.84,0.11,0.63
1934,0.87,0.13,0.59
1935,0.89,0.14,0.56
1936,0.92,0.15,0.53
1937,0.93,0.16,0.5
1938,0.95,0.17,0.48
1939,0.96,0.18,0.46
1940,0.97,0.19,0.44
1941,0.98,0.2,0.42
1942,0.98,0.22,0.41
1943,0.99,0.23,0.39
1944,0.98,0.24,0.38
1945,0.99,0.25,0.36
1946,0.99,0.27,0.35
1947,0.99,0.28,0.33
1948,0.99,0.3,0.31
1949,0.99,0.32,0.3
1950,0.98,0.34,0.28
1951,0.98,0.36,0.26
1952,0.98,0.39,0.23
1953,0.97,0.41,0.21
1954,0.97,0.43,0.19
1955,0.96,0.45,0.18
1956,0.95,0.47,0.16
1957,0.95,0.5,0.14
1958,0.94,0.51,0.13
1959,0.94,0.53,0.12
1960,0.93,0.54,0.11
1961,0.92,0.55,0.1
1962,0.92,0.56,0.09
1963,0.91,0.58,0.09
1964,0.89,0.59,0.08
1965,0.88,0.61,0.08
1966,0.87,0.62,0.07
1967,0.85,0.64,0.07
1968,0.83,0.66,0.06
1969,0.81,0.68,0.05
1970,0.78,0.71,0.05
1971,0.76,0.73,0.04
1972,0.73,0.76,0.03
1973,0.7,0.79,0.03
1974,0.67,0.82,0.02
1975,0.64,0.84,0.02
1976,0.61,0.87,0.02
1977,0.58,0.89,0.02
1978,0.55,0.92,0.01
1979,0.52,0.93,0.01
1980,0.5,0.95,0.02
1981,0.48,0.96,0.02
1982,0.47,0.97,0.02
1983,0.45,0.98,0.02
1984,0.43,0.99,0.03
1985,0.41,0.99,0.04
1986,0.4,0.99,0.05
1987,0.38,0.99,0.07
1988,0.36,0.98,0.09
1989,0.34,0.98,0.11
1990,0.32,0.97,0.13
1991,0.3,0.96,0.16
1992,0.27,0.95,0.19
1993,0.25,0.93,0.23
1994,0.22,0.92,0.26
1995,0.2,0.9,0.3
1996,0.17,0.89,0.34
1997,0.14,0.88,0.37
1998,0.12,0.86,0.4
1999,0.1,0.85,0.44
2000,0.07,0.84,0.47
2001,0.06,0.82,0.49
2002,0.04,0.81,0.51
2003,0.03,0.8,0.53
2004,0.02,0.79,0.55
2005,0.01,0.78,0.57
2006,0.01,0.77,0.59
2007,0.01,0.76,0.6
2008,0.01,0.75,0.61
2009,0.01,0.74,0.63
2010,0.0,0.72,0.64
2011,0.0,0.71,0.66
2012,0.0,0.69,0.68
2013,0.0,0.67,0.7
2014,0.01,0.65,0.71
2015,0.01,0.63,0.73
2016,0.01,0.61,0.76
2017,0.01,0.59,0.78
2018,0.02,0.56,0.8
2019,0.02,0.54,0.81
2020,0.03,0.52,0.83
2021,0.04,0.5,0.85
2022,0.04,0.49,0.86
2023,0.05,0.47,0.87
2024,0.05,0.46,0.88
2025,0.06,0.45,0.89
2026,0.06,0.43,0.9
2027,0.07,0.42,0.91
2028,0.08,0.41,0.91
2029,0.1,0.39,0.92
2030,0.11,0.38,0.92
2031,0.13,0.36,0.93
2032,0.14,0.34,0.94
2033,0.17,0.31,0.95
2034,0.19,0.29,0.95
2035,0.22,0.26,0.96
2036,0.25,0.23,0.97
2037,0.28,0.2,0.97
2038,0.31,0.18,0.98
2039,0.34,0.15,0.98
2040,0.37,0.12,0.99
2041,0.39,0.1,0.99
2042,0.42,0.08,0.99
2043,0.45,0.06,0.99
2044,0.47,0.04,0.99
2045,0.49,0.03,0.99
2046,0.5,0.02,0.99
2047,0.52,0.01,0.99
